State Name,Informasi Umum
Denmark,"DENMARKDenmark is a Scandinavian country comprising the Jutland Peninsula and numerous islands. It's linked to nearby Sweden via the Ö resund bridge. 
Copenhagen, its capital, is home to royal palaces and colorful Nyhavn harbor, plus the Tivoli amusement park and the iconic “Li ttle Mermaid” statue. 
Odense is writer Hans Christian Andersen’s hometown, with a medieval core of cobbled streets and half-timbered houses.
Capital: Copenhagen
Dialing code: +45
Currency: Danish krone
Population: 5.614 million (2013) World Bank
Queen: Margrethe II of Denmark
Official language: Danish
Destinations"
Djibouti,"DJIBOUTIDjibouti, on the Horn of Africa, is a mostly French- and Arabic-speaking country of dry shrublands, volcanic formations and Gul f of Aden beaches. It's 
home to one of the saltiest bodies of water in the world, the low-lying Lake Assal, in the Danakil Desert. The nomadic Afar peo ple have settlements 
along Lake Abbe, a body of saltwater featuring chimneylike mineral formations.
Capital: Djibouti
Founded: June 27, 1977
Dialing code: +253Population: 872,932 (2013) World Bank
Currency: Djiboutian franc
Official languages: French, Arabic
94DOMINICAN 
REPUBLICThe Dominican Republic is a Caribbean nation that shares the island of Hispaniola with Haiti to the west. It's known for its beaches, resorts and golfing. 
Its terrain comprises rainforest, savannah and highlands, including Pico Duarte, the Caribbean’s tallest mountain. Capital city  Santo Domingo has 
Spanish landmarks like the Gothic Catedral Primada de America dating back 5 centuries in its Zona Colonial district.Capital: Santo Domingo
Dialing code: +1
Currency: Dominican peso
Population: 10.4 million (2013) World Bank
Official language: Spanish"
Ecuador,"ECUADOREcuador is a country straddling the equator on South America’s west coast. Its diverse landscape encompasses Amazon jungle, And ean highlands and 
the wildlife-rich Galápagos Islands. In the Andean foothills at an  elevation of 2,850m, Quito, th e capital, is known for its la rgely intact Spanish colonial 
center, with decorated 16th- and 17th-century palaces and religious sites, like the ornate Compañía de Jesús Church.
Capital: Quito
Dialing code: +593
Population: 15.74 million (2013) World Bank
President: Rafael Correa
Official language: Spanish"
Egypt,"EGYPTEgypt, a country linking northeast Africa with the Middle East, dates to the time of the pharaohs. Millennia-old monuments sit along the fertile Nile 
River Valley, including Giza's colossal Pyramids and Great Sphinx as well as Luxor's hieroglyph-lined Karnak Temple and Valley of the Kings tombs. The 
capital, Cairo, is home to Ottoman landmarks like Muhammad Ali Mosque and the Egyptian Museum, a trove of antiquities.Capital: Cairo
Dialing code: +20
Currency: Egyptian pound
President: Abdel Fattah el-Sisi
Official languages: Arabic, Modern Standard Arabic"
El Salvador,"EL SALVADOREl Salvador is a small Central American nation. It's known for its Pacific Ocean beaches, surf spots and mountainous landscape. Its Ruta de Las Flores is 
a winding route past coffee farms, rainforests with waterfalls and towns like Juayúa, with its weekend food festival, plus Atac o, home to vivid murals. 
The capital, San Salvador, with a dramatic backdrop of volcanoes, has numerous museums and the National Theater.
Capital: San Salvador
Dialing code: +503
Currency: United States Dollar
Population: 6.34 million (2013) World Bank
Official language: Spanish

98EQUATORIAL 
GUINEAEquatorial Guinea is a Central African country comprising the Rio Muni mainland and 5 volcanic offshore islands. Capital Malabo, on Bioko Island, has 
Spanish colonial architecture and is a hub for the country’s prosperous oil industry. Its Arena Blanca beach draws dry-season b utterflies. The tropical 
forest of the mainland’s Monte Alen National Park is home to gorillas, chimpanzees and elephants.Capital: Malabo
Currency: Central African CFA franc
President: Teodoro Obiang Nguema Mbasogo
Population: 757,014 (2013) World Bank
Prime minister: Vicente Ehate Tomi
Official languages: French, Spanish, Portuguese"
Eritrea,"ERITREAEritrea officially the State of Eritrea, is a country in the Horn of Africa. With its capital at Asmara, it is bordered by Sudan in the west, Ethiopia in the 
south, and Djibouti in the southeast. 
Capital: Asmara
Dialing code: +291
President: Isaias Afwerki
Population: 6.333 million (2013) World Bank
Currency: Eritrean nakfa
Continent: Africa"
Estonia,"ESTONIAEstonia, a country in Northern Europe, borders the Baltic Sea and Gulf of Finland. Including more than 1,500 islands, its diver se terrain spans rocky 
beaches, old-growth forest and many lakes. Formerly part of the Soviet Union, it's dotted with castles, churches and hilltop fortresses. The capital, 
Tallinn, is known for its preserved Old Town, museums and th e 314m-high Ta llinn TV Tower, which has an observation deck.
Capital: TallinnDialing code: +372
Currency: Euro
Population: 1.325 million (2013) World Bank
President: Toomas Hendrik Ilves"
Burundi,"BURUNDIBurundi, officially the Republic of Burundi, is a landlocked country in the African Great Lakes region of East Africa, bordered  by Rwanda to the north, 
Tanzania to the east and south, and the Democratic Republic of the Congo to the west. 
Capital: Bujumbura
Dialing code: +257
President: Pierre Nkurunziza
Population: 10.16 million (2013) World Bank
Currency: Burundian franc
GDP per capita: 267.11 USD (2013) World Bank
Official languages: French, Kirundi"
Afghanistan,"AFGHANISTANAfghanistan /æfˈɡænᵻstæn/, officially the Islamic Republic of Afghanistan, is a Nation state located within Greater Middle East . It has a population of 
approximately 32 million, making it the 42nd most populous country in the world. 
Capital: Kabul
Currency: Afghan afghani
President: Ashraf Ghani
Population: 30.55 million (2013) World Bank
Official languages: Pashto, Dari"
Albania,"ALBANIAAlbania, on Southeastern Europe’s Balkan Peninsula, is a small country with Adriatic and Ionian coastlines and an interior crossed by the Albanian Alps. 
The country has many castles and archaeological sites. Capital Tirana centers on sprawling Skanderbeg Square, site of the Natio nal History Museum, 
with exhibits spanning antiquity to post-communism, and frescoed Et’hem Bey Mosque.
Capital: Tirana
Dialing code: +355
Currency: Albanian lek
Population: 2.774 million (2013) World Bank
President: Bujar Nishani"
Ethiopia,"ETHIOPIAEthiopia, in the Horn of Africa, is a rugged, landlocked country split by the Great Rift Valley. With archaeological finds dati ng back more than 3 million 
years, it’s a place of ancient culture. Among its important sites are Lalibela with its rock-cut Christian churches from the 12 th–13th centuries. Aksum is 
the ruins of an ancient city with obelisks, tombs, castles and Our Lady Mary of Zion church.
Capital: Addis Ababa
Currency: Ethiopian birr
Population: 94.1 million (2013) World Bank
President: Mulatu Teshome
Official language: Amharic"
Fiji,"FIJIFiji, a country in the South Pacific, is an archipelago of more than 300 islands. It's famed for rugged landscapes, palm-lined beaches and coral reefs with 
clear lagoons. Its major islands, Viti Levu and Vanua Levu, contain most of the population. Viti Levu is home to the capital, S uva, a port city with British 
colonial architecture. The Fiji Museum, in the Victorian-era Thurston Gardens, has ethnographic exhibits.Capital: Suva
Population: 881,065 (2013) World Bank
Currency: Fijian dollar
President: George Konrote
Continent: Oceania"
France,"FRANCEFrance, in Western Europe, encompasses medieval cities, alpine villages and Mediterranean beaches. Paris, its capital, is famed for its fashion houses, 
classical art museums including the Louvre and monuments like the Eiffel Tower. The country is also renowned for its wines and sophisticated cuisine. 
Lascaux’s ancient cave drawings, Lyon’s Roman theater and the vast Palace of Versailles attest to its rich history.
Currencies: Euro, CFP franc"
Gambia,"GAMBIAThe Gambia is a small West African country, bo unded by Senegal, with a narrow Atlantic coastline. It's known for its diverse ecosystems around the 
central Gambia River. Abundant wildlife in its Kiang West National Park and Bao Bolong Wetland Reserve includes monkeys, leopards, hippos, hyenas 
and rare birds. The capital, Banjul, and nearby Serrekunda offer a ccess to beaches.
Capital: Banjul
President: Yahya Jammeh
Currency: Gambian dalasi
Population: 1.849 million (2013) World Bank
University: University of the Gambia"
Burundi,"BURUNDIBurundi, officially the Republic of Burundi, is a landlocked country in the African Great Lakes region of East Africa, bordered  by Rwanda to the north, 
Tanzania to the east and south, and the Democratic Republic of the Congo to the west. 
Capital: Bujumbura
Dialing code: +257
President: Pierre Nkurunziza
Population: 10.16 million (2013) World Bank
Currency: Burundian franc
GDP per capita: 267.11 USD (2013) World Bank
Official languages: French, Kirundi"
Afghanistan,"AFGHANISTANAfghanistan /æfˈɡænᵻstæn/, officially the Islamic Republic of Afghanistan, is a Nation state located within Greater Middle East . It has a population of 
approximately 32 million, making it the 42nd most populous country in the world. 
Capital: Kabul
Currency: Afghan afghani
President: Ashraf Ghani
Population: 30.55 million (2013) World Bank
Official languages: Pashto, Dari"
Albania,"ALBANIAAlbania, on Southeastern Europe’s Balkan Peninsula, is a small country with Adriatic and Ionian coastlines and an interior crossed by the Albanian Alps. 
The country has many castles and archaeological sites. Capital Tirana centers on sprawling Skanderbeg Square, site of the Natio nal History Museum, 
with exhibits spanning antiquity to post-communism, and frescoed Et’hem Bey Mosque.
Capital: Tirana
Dialing code: +355
Currency: Albanian lek
Population: 2.774 million (2013) World Bank
President: Bujar Nishani"
Ethiopia,"ETHIOPIAEthiopia, in the Horn of Africa, is a rugged, landlocked country split by the Great Rift Valley. With archaeological finds dati ng back more than 3 million 
years, it’s a place of ancient culture. Among its important sites are Lalibela with its rock-cut Christian churches from the 12 th–13th centuries. Aksum is 
the ruins of an ancient city with obelisks, tombs, castles and Our Lady Mary of Zion church.
Capital: Addis Ababa
Currency: Ethiopian birr
Population: 94.1 million (2013) World Bank
President: Mulatu Teshome
Official language: Amharic"
Fiji,"FIJIFiji, a country in the South Pacific, is an archipelago of more than 300 islands. It's famed for rugged landscapes, palm-lined beaches and coral reefs with 
clear lagoons. Its major islands, Viti Levu and Vanua Levu, contain most of the population. Viti Levu is home to the capital, S uva, a port city with British 
colonial architecture. The Fiji Museum, in the Victorian-era Thurston Gardens, has ethnographic exhibits.Capital: Suva
Population: 881,065 (2013) World Bank
Currency: Fijian dollar
President: George Konrote
Continent: Oceania"
France,"FRANCEFrance, in Western Europe, encompasses medieval cities, alpine villages and Mediterranean beaches. Paris, its capital, is famed for its fashion houses, 
classical art museums including the Louvre and monuments like the Eiffel Tower. The country is also renowned for its wines and sophisticated cuisine. 
Lascaux’s ancient cave drawings, Lyon’s Roman theater and the vast Palace of Versailles attest to its rich history.
Currencies: Euro, CFP franc"
Gambia,"GAMBIAThe Gambia is a small West African country, bo unded by Senegal, with a narrow Atlantic coastline. It's known for its diverse ecosystems around the 
central Gambia River. Abundant wildlife in its Kiang West National Park and Bao Bolong Wetland Reserve includes monkeys, leopards, hippos, hyenas 
and rare birds. The capital, Banjul, and nearby Serrekunda offer a ccess to beaches.
Capital: Banjul
President: Yahya Jammeh
Currency: Gambian dalasi
Population: 1.849 million (2013) World Bank
University: University of the Gambia"
